01_game_name,02_hltb_name,03_hltb_id,04_time_main,05_time_plus,06_time_100,07_time_allstyle,08_count_main,09_count_plus,10_count_100,11_count_allstyle,12_count_completed,13_count_speedrun,14_count_backlog,15_count_playing,16_count_retired,17_review_score,18_count_review
Wildlife Park 2,wildlife park 2,29994,0,0,93600,93600,0,0,1,1,6,0,22,1,15,75,2
Shelter,shelter,13299,4793,6214,8139,5285,216,36,39,291,697,0,1086,9,105,67,159
Silent Hunter 5 Battle of the Atlantic,silent hunter 5: battle of the atlantic,13439,0,0,0,0,0,0,0,0,3,0,53,1,10,70,2
Octodad Dadliest Catch,octodad: dadliest catch,16380,8616,13837,26507,11295,323,121,49,493,1739,6,2469,25,254,72,330
HOARD,,,,,,,,,,,,,,,,,
Tomb Raider Legend,tomb raider: legend,10477,25874,32617,55228,30207,309,163,55,527,1669,2,3931,43,265,72,454
Hatred,hatred,22541,12102,17373,27342,14728,45,33,4,82,234,0,438,22,87,59,78
The Maw,the maw,10091,10873,14003,18215,13898,31,26,23,80,241,0,418,2,61,63,56
Marvel Heroes 2015,,,,,,,,,,,,,,,,,
Aion,aion,290,272700,1030050,0,748200,4,8,0,12,48,1,132,7,284,65,27
The Jackbox Party Pack 2,the jackbox party pack 2,32205,22209,35920,33180,27022,10,4,5,19,204,0,1064,15,151,77,40
Lost Planet 3,lost planet 3,5396,38077,53203,68550,45559,71,67,4,142,340,0,2167,20,146,61,108
3DMark Vantage,,,,,,,,,,,,,,,,,
Mutant Mudds Deluxe,mutant mudds deluxe,15860,16828,25984,34319,27043,22,20,34,76,173,0,697,6,77,70,47
Quantum of Solace,quantum of solace,7467,21283,25362,90313,23162,97,28,5,130,386,1,213,3,21,61,163
Piercing Blow,piercing blow,36029,0,0,104400,104400,0,0,1,1,5,0,22,0,13,60,2
Way of the Samurai 4,way of the samurai 4,11115,40258,109703,280796,97752,8,17,3,28,81,0,337,10,18,66,22
Far Cry 2,far cry 2,3377,60126,93447,149972,82513,233,268,70,571,1789,2,4428,49,876,68,542
The Room,the room,10153,9170,9252,9735,9432,419,73,614,1106,2582,2,1084,34,53,77,602
SpaceChem,spacechem,8881,155953,208028,237782,206750,14,12,17,43,219,0,3224,28,666,75,40
Brtal Legend,,,,,,,,,,,,,,,,,
Major Mayhem,major mayhem,5582,9187,21270,0,10268,9,2,0,11,44,0,188,2,19,56,11
LEGO The Lord of the Rings,lego the lord of the rings: the video game,5265,36278,60693,120703,67002,292,169,298,759,1973,2,4379,84,339,74,493
Metro Last Light,metro: last light,5947,37172,48426,127156,42994,475,226,35,736,2325,1,2878,22,393,80,533
Baldur's Gate Enhanced Edition,baldur's gate: enhanced edition,814,107864,187275,324968,184020,94,233,50,377,834,0,3446,56,240,81,256
SpaceForce Rogue Universe,spaceforce: rogue universe,18243,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TransOcean The Shipping Company,transocean: the shipping company,21404,59190,70278,83443,67839,5,5,0,10,35,0,462,3,55,60,2
WAKFU,,,,,,,,,,,,,,,,,
Revolution Ace,revolution ace,21642,22380,25583,32400,27400,4,3,2,9,29,0,511,14,90,50,7
Disciples III Reincarnation,disciples iii: reincarnation,2584,102122,487440,834540,596460,1,1,2,4,16,0,243,3,27,60,4
The Mighty Quest For Epic Loot,the mighty quest for epic loot,14442,129460,0,0,129460,3,0,0,3,62,0,539,14,370,49,12
Garry's Mod,garry's mod,3847,202066,952016,2143515,624819,60,32,16,108,1099,0,3710,138,2591,76,333
KickBeat Steam Edition,,,,,,,,,,,,,,,,,
Hacker Evolution,hacker evolution,4233,21646,21990,33563,24779,8,4,2,14,58,0,931,16,198,54,10
Conflict Denied Ops,conflict: denied ops,1885,21787,40073,0,22823,20,3,0,23,50,0,510,10,48,56,17
SiN Episodes Emergence,sin episodes: emergence,8579,11430,14904,18263,13436,60,15,8,83,273,0,223,5,24,67,59
DmC Devil May Cry,dmc: devil may cry,2653,33192,42771,144950,38539,922,452,47,1421,4292,6,5011,65,324,76,1154
The Dreamatorium of Dr. Magnus 2,the dreamatorium of dr. magnus 2,59703,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0
Ironclad Tactics,ironclad tactics,14919,17540,39315,77698,27223,12,10,1,23,72,1,499,2,63,68,19
LYNE,lyne,17408,57741,60755,69508,66887,10,10,70,90,337,0,938,18,176,68,60
Mark of the Ninja,mark of the ninja,5671,29775,44331,73543,40768,468,466,181,1115,3670,4,5839,47,685,83,681
How to Survive,how to survive,14265,35557,48903,123320,50429,51,47,17,115,472,0,1874,37,404,65,80
BIT.TRIP BEAT,,,,,,,,,,,,,,,,,
12 Labours of Hercules,12 labours of hercules,18104,20613,24559,25581,23962,40,19,112,171,413,0,242,6,43,64,61
Baldur's Gate II Enhanced Edition,baldur's gate ii: enhanced edition,809,166118,291085,504349,294123,28,119,27,174,399,0,3067,32,143,87,109
Toy Soldiers,toy soldiers,10585,22299,46019,87593,30177,28,13,3,44,126,0,516,1,86,69,36
Impire,impire,11928,75600,100800,0,88200,1,1,0,2,15,0,327,5,64,35,2
One Way Heroics,one way heroics,15215,7861,75898,120755,35011,37,20,13,70,225,0,1531,17,193,73,44
Dungeons of Dredmor,dungeons of dredmor,2974,61130,115506,281438,100000,27,30,4,61,283,1,2392,16,531,73,52
sZone-Online,szone-online,29279,0,0,0,0,0,0,0,0,3,0,80,5,49,20,2
Tidalis,tidalis,10331,57780,73980,648600,192651,2,2,3,7,27,0,653,6,120,56,5
Codename CURE,codename cure,28041,0,0,0,0,0,0,0,0,20,0,198,10,104,33,3
Dungeons 2,dungeons 2,26116,55593,66294,92773,64508,46,27,18,91,241,0,2360,34,255,66,42
Rugby League Team Manager 2015,,,,,,,,,,,,,,,,,
Tom Clancy's Ghost Recon Future Soldier,tom clancy's ghost recon: future soldier,10434,37370,47586,50053,39903,128,42,7,177,575,1,879,8,122,70,183
Fingered,fingered,29257,10980,11700,31050,26258,1,2,5,8,61,0,263,9,58,64,5
SteamWorld Dig,steamworld dig,12740,18200,23498,29741,21686,704,556,224,1484,3115,7,3413,32,322,75,825
Resident Evil / biohazard HD REMASTER,,,,,,,,,,,,,,,,,
NOT A HERO,not a hero,25034,18263,23769,35994,24078,35,23,27,85,222,0,1291,9,150,70,69
Symphony,symphony,9530,29071,45716,73557,34311,15,7,1,23,120,0,962,5,161,70,20
The Lady,the lady,18845,1706,6450,11580,6459,3,1,1,5,12,0,114,3,12,40,3
Not The Robots,not the robots,15866,8266,18000,51396,29169,2,1,3,6,30,0,801,12,90,62,6
Obulis,obulis,6695,14400,20645,34885,32593,2,1,11,14,55,0,425,8,62,40,5
NBA 2K12,nba 2k12,6429,253620,319500,777000,333431,6,4,1,11,95,0,67,0,59,78,44
Counter-Strike Nexon Zombies,counter-strike nexon: zombies,21373,0,0,0,0,0,0,0,0,49,0,354,18,325,39,18
Robin Hood,robin hood,58268,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Sid Meier's Civilization IV,sid meier's civilization iv,8505,46109,152175,413330,99147,49,29,6,84,684,1,2674,20,929,82,153
Azure Striker Gunvolt,azure striker gunvolt 2,36848,17572,27930,41930,22209,35,32,2,69,127,0,183,2,6,79,62
QuestRun,questrun,13122,40636,0,62447,59089,1,0,9,10,36,0,427,8,87,58,9
Dwarfs F2P,dwarfs!?: free to play,27740,4664,0,0,4664,1,0,0,1,20,0,129,7,57,30,1
Omerta - City of Gangsters,,,,,,,,,,,,,,,,,
Battlefield 2,battlefield 2,935,33707,107892,354511,75490,38,13,7,58,305,0,428,8,269,81,103
Painkiller Gold Edition,painkiller: black edition,6874,36962,54791,70295,43665,73,35,6,114,369,0,1374,18,128,72,89
Cities in Motion,cities in motion,1717,82883,121500,192188,117405,4,4,4,12,63,0,638,8,152,59,7
Letter Quest Grimm's Journey,letter quest: grimm's journey,20848,29116,46580,53873,44641,21,13,27,61,131,0,496,3,107,72,31
Space Engineers,space engineers,16007,65843,299775,1310340,461930,8,6,7,21,179,0,1721,46,529,64,38
Only If,only if,20150,6316,8024,8904,7589,26,13,31,70,252,0,687,12,161,58,36
Wolfenstein The Old Blood German Edition,,,,,,,,,,,,,,,,,
The Baconing,the baconing,9767,33321,36952,49748,38717,10,24,16,50,156,0,806,2,78,70,29
Castle of Illusion,castle of illusion starring mickey mouse,13771,9464,12292,18655,11634,219,71,77,367,856,6,1106,12,73,70,235
Cities XL Platinum,cities xl platinum,1722,112780,0,0,112780,3,0,0,3,45,0,1182,16,396,57,7
Dino D-Day,dino d-day,2564,21413,0,61520,32859,4,0,3,7,139,0,1723,29,616,52,31
Hydrophobia Prophecy,hydrophobia: prophecy,4560,12968,17180,28362,14652,141,44,16,201,520,2,1298,8,183,55,117
Cradle,cradle,28393,19984,25249,36596,22882,32,15,7,54,112,0,163,3,11,70,26
Aura Kingdom,aura kingdom,19725,1943100,2520000,33630300,5986890,1,3,1,5,31,0,393,13,356,60,22
HIS (Heroes In the Sky),,,,,,,,,,,,,,,,,
Receiver,receiver,7665,12680,17438,22196,15875,13,0,7,20,189,0,2362,13,445,55,22
Brilliant Bob,brilliant bob,26987,2580,0,12795,8570,2,0,4,6,11,0,131,1,57,10,3
Mount & Blade With Fire and Sword,,,,,,,,,,,,,,,,,
The Swindle,the swindle,28542,39619,82286,170902,59858,8,7,0,15,35,0,637,3,54,59,14
Hitman Absolution,hitman: absolution,4475,44451,71598,129714,56503,775,367,116,1258,4183,3,7155,75,783,74,969
Analogue A Hate Story,analogue: a hate story,451,11175,18153,22163,16686,98,53,105,256,742,0,1090,7,86,76,132
Serious Sam 3 BFE,serious sam 3: bfe,8309,36127,51344,92081,42002,193,97,12,302,1210,3,3704,50,600,68,242
Geometry Dash,geometry dash,24505,59966,643355,3166493,1075308,15,13,15,43,210,3,866,47,247,75,118
Skullgirls,skullgirls encore,11943,12619,57549,226314,22889,49,18,2,69,512,1,2367,2,456,74,95
9 Clues 2 The Ward,9 clues 2: the ward,30832,11131,11679,18922,14665,23,16,33,72,148,3,131,1,5,68,23
Hotel Giant 2,hotel giant 2,4528,11640,0,0,11640,2,0,0,2,5,0,83,4,11,0,0
Call of Duty Advanced Warfare - Multiplayer,,,,,,,,,,,,,,,,,
Despair,despair,26694,2605,3378,4151,3527,9,0,8,17,43,0,185,3,48,16,11
Guns and Robots,guns and robots,20697,0,0,0,0,0,0,0,0,3,0,129,4,54,0,0
Emergency 2014,emergency 2014,14751,0,41280,0,41280,0,1,0,1,3,0,50,1,9,65,2
The Howler,the howler,11969,3358,3995,4974,3882,19,6,12,37,92,0,463,9,102,52,17
GameGuru,,,,,,,,,,,,,,,,,
Binary Domain,binary domain,1047,33059,38572,71964,35366,446,176,12,634,1685,1,3792,39,314,76,506
Max Payne,max payne,5736,29253,33209,41547,30999,901,205,91,1197,4036,3,3351,40,297,82,1059
Panzar,panzar: forged by chaos,15020,0,0,0,0,0,0,0,0,3,0,89,2,35,75,2
Nimble Quest,nimble quest,13468,28440,37800,0,33120,1,1,0,2,22,0,139,1,40,52,6
METAL SLUG 3,metal slug 3,5932,5387,9292,14824,6093,263,41,20,324,1343,3,1882,21,194,76,338
Tales of Monkey Island Chapter 2 - The Siege of Spinner Cay ,tales of monkey island: chapter 2 - the siege of spinner cay,9596,9327,9730,10599,9624,31,14,18,63,407,0,929,10,59,71,32
Chainsaw Warrior Lords of the Night,chainsaw warrior: lords of the night,26327,8490,21600,51450,19795,3,2,1,6,14,0,161,2,22,63,3
Basement,basement,26822,34320,90600,100080,74520,3,1,1,5,18,0,775,16,47,52,6
Ys Origin,ys origin,11466,41225,79990,131249,59753,251,212,44,507,963,1,2573,27,146,80,313
UFO Aftermath,ufo: aftermath,10752,90545,123480,148997,108131,5,5,4,14,34,0,239,4,23,75,13
Death Rally,death rally,2366,16026,23094,25767,18966,19,5,8,32,126,0,582,7,74,74,33
METAL GEAR RISING REVENGEANCE,,,,,,,,,,,,,,,,,
"Warhammer 40,000 Dawn of War - Game of the Year Edition",,,,,,,,,,,,,,,,,
Divinity Original Sin Enhanced Edition,divinity: original sin - enhanced edition,31400,224544,297985,383663,296907,74,481,79,634,1476,2,4915,72,591,82,436
Post Apocalyptic Mayhem,post apocalyptic mayhem,7237,3264,5475,19806,6618,11,5,2,18,67,0,481,11,107,57,12
Vagante,vagante,24968,72314,165999,277746,168821,3,4,2,9,22,0,546,17,41,62,13
AirMech,airmech,305,0,0,0,0,0,0,0,0,15,0,287,15,193,68,6
TrackMania United,trackmania united,10597,27652,116031,205792,121537,5,8,8,21,80,0,200,9,73,78,28
Hammerwatch,hammerwatch,12804,28473,47739,109002,42531,48,39,13,100,483,0,2370,18,459,69,88
7 Days to Die,7 days to die,13500,184806,338570,1333266,483229,16,17,13,46,295,1,2162,115,725,64,114
Medal of Honor(TM) Multiplayer,,,,,,,,,,,,,,,,,
Space Farmers,space farmers,20695,12600,14310,21825,17786,2,2,4,8,45,0,372,12,70,58,8
All Zombies Must Die!,all zombies must die!,387,26946,38475,39457,36750,4,4,7,15,48,0,291,0,57,57,7
NEO Scavenger,neo scavenger,6497,47310,72000,114968,85560,2,4,1,7,56,0,671,6,75,82,10
Life is Feudal Your Own,life is feudal: your own,25177,0,0,417360,417360,0,0,2,2,13,0,309,11,90,20,3
And Yet It Moves,and yet it moves,457,10903,15652,36900,11904,194,42,4,240,646,0,2338,12,720,63,156
S.T.A.L.K.E.R. Call of Pripyat,s.t.a.l.k.e.r.: call of pripyat,8036,55230,90861,115872,81387,93,166,52,311,888,1,3788,46,236,81,214
Assassin's Creed IV Black Flag,assassin's creed iv: black flag,12707,83403,147030,217134,139977,962,1501,693,3156,8120,4,7367,100,767,81,2403
BRAINPIPE A Plunge to Unhumanity,brainpipe : a plunge to unhumanity,1297,2384,3262,0,2415,17,2,0,19,45,0,242,6,60,51,20
Counter-Strike,counter-strike,1953,102998,246003,2184840,346605,28,9,5,42,764,1,2031,64,1905,81,231
X3 Reunion,x3: reunion,11390,87720,676400,0,275365,3,3,0,6,48,0,997,11,198,76,9
District 187,district 187,29145,0,0,0,0,0,0,0,0,0,0,37,2,7,0,0
Star Wars Dark Forces,star wars: dark forces,9100,31999,38183,55038,35071,149,55,21,225,793,1,3212,27,433,72,156
Atom Zombie Smasher ,atom zombie smasher,710,14783,33555,101925,22260,46,19,6,71,438,0,1632,10,486,70,53
Plants vs. Zombies Game of the Year,plants vs. zombies,7106,29496,68130,160858,60335,449,327,230,1006,4160,1,2599,68,521,82,1023
Legends of Pegasus,legends of pegasus,5241,0,0,0,0,0,0,0,0,1,0,9,0,5,0,0
Sakura Spirit,sakura spirit,19740,9417,10385,13548,10078,52,10,50,112,341,1,795,17,86,46,58
Sheltered,sheltered,29224,78507,98727,123652,105078,4,6,16,26,94,0,1259,18,133,65,23
City of Heroes,city of heroes,1727,180000,311490,0,265073,2,2,0,4,10,0,18,0,36,67,3
Anno 2205,anno 2205,31282,69498,116098,195950,96003,18,10,3,31,99,0,178,6,52,70,27
Door Kickers,door kickers,22401,27173,58532,136560,67806,13,14,13,40,180,0,1989,24,324,69,45
Overlord,overlord,6848,63609,74991,99100,73633,78,92,32,202,807,0,3586,36,495,71,172
Grand Theft Auto IV,grand theft auto iv,4062,99786,146628,274009,125147,932,803,168,1903,6322,10,5362,108,1164,82,1688
Eden Star  Destroy - Build - Protect,,,,,,,,,,,,,,,,,
Incoming Forces,incoming forces,17938,20055,0,0,20055,1,0,0,1,11,0,282,10,45,60,1
Blood Knights,blood knights,14467,14704,17083,28908,16943,32,22,8,62,126,0,509,9,43,57,34
Valdis Story Abyssal City,valdis story: abyssal city,13558,39035,60277,86635,49855,26,33,6,65,216,0,1219,8,137,78,43
EVGA PrecisionX 16,,,,,,,,,,,,,,,,,
Distance,distance,24871,7314,16771,60677,11140,62,28,3,93,279,2,1118,26,77,74,68
Happy Wars,happy wars,4294,22050,302220,360000,87403,4,1,2,7,49,0,308,13,196,54,24
Chime,chime,1679,8563,17748,75960,19426,16,9,7,32,179,0,529,5,156,70,26
BookWorm Deluxe,bookworm deluxe,1266,9708,25200,0,11045,5,1,0,6,37,0,339,1,89,54,8
Shoot Many Robots,shoot many robots,8487,19853,32632,85273,36340,13,10,9,32,121,0,349,4,74,70,32
POSTAL,,,,,,,,,,,,,,,,,
The Amazing Spider-Man 2,the amazing spider-man 2,15665,25848,42292,84325,38402,80,48,31,159,435,0,270,2,34,57,146
The LEGO Movie - Videogame,,,,,,,,,,,,,,,,,
Tribes Ascend,tribes: ascend,10645,0,0,673200,673200,0,0,2,2,78,0,408,19,340,78,17
Race The WTCC Game,race: the wtcc game,17494,11400,0,0,11400,1,0,0,1,5,0,185,3,29,0,0
Farming Simulator 2013,farming simulator 2013,12703,96900,113400,669120,370389,2,2,6,10,42,0,273,4,120,64,5
Dead Rising 3,dead rising 3,14343,50198,81003,167383,70603,135,157,30,322,1002,4,1845,31,165,73,278
GamersGoMakers,gamersgomakers,28269,50280,52200,0,51240,1,1,0,2,13,0,30,2,10,50,1
Nightmares from the Deep 2 The Siren`s Call,,,,,,,,,,,,,,,,,
Duke Nukem 3D Megaton Edition,duke nukem 3d: megaton edition,2919,38254,67317,77927,59465,31,36,28,95,529,0,1885,12,244,82,88
Harvest Massive Encounter,harvest: massive encounter,4344,23400,0,0,23400,1,0,0,1,9,0,184,1,35,30,1
"Warhammer 40,000 Kill Team","warhammer 40,000: kill team",11049,11968,19188,25271,15397,28,12,9,49,100,0,349,1,24,58,30
FINAL FANTASY TYPE-0 HD,final fantasy type-0 hd,24671,85188,129370,172319,118215,129,126,77,332,634,0,2213,17,147,69,225
Just Cause 3,just cause 3,26404,64676,132569,219640,131838,257,548,228,1033,2699,1,5464,109,627,71,648
The Long Dark,the long dark,21471,73946,179001,817160,163709,41,49,8,98,290,0,4230,86,399,74,125
Horizon,horizon,50941,234000,0,0,234000,1,0,0,1,6,0,151,0,15,40,1
Pid ,pid,7038,33748,44565,76172,38906,42,19,4,65,165,0,1718,16,270,66,38
The Walking Dead,the walking dead,66845,1800,0,0,1800,2,0,0,2,7,0,10,1,2,75,4
Lost Planet Extreme Condition,lost planet: extreme condition,5397,28914,33217,59740,29876,160,37,6,203,634,1,1219,16,135,68,229
Grimm,grimm & tonic,63254,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0
Far Cry 4,far cry 4,19310,63390,112524,165033,109939,656,1167,552,2375,5324,5,4176,62,464,76,1616
Zombie Shooter 2,zombie shooter 2,11579,14672,19675,28338,16327,19,6,2,27,101,1,480,6,92,56,23
Star Ruler 2,star ruler 2,26118,0,0,0,0,0,0,0,0,7,0,105,0,15,0,0
Tom Clancy's Rainbow Six Siege,tom clancy's rainbow six siege,21279,12003,29824,145794,37648,89,38,34,161,809,0,1374,93,726,78,430
Eets Munchies,eets munchies,13483,4898,11022,13354,10868,32,10,55,97,246,0,1844,18,383,58,51
No More Room in Hell,no more room in hell,14509,23940,35778,0,31993,3,1,0,4,121,0,891,34,494,63,31
NARUTO SHIPPUDEN Ultimate Ninja STORM Revolution,naruto shippuden: ultimate ninja storm revolution,21077,14988,69282,215316,42330,38,24,10,72,433,0,366,13,63,66,99
SUPER DISTRO,,,,,,,,,,,,,,,,,
Cities XL 2012,cities xl 2012,1721,0,0,0,0,0,0,0,0,16,0,112,6,97,63,3
Deadpool,deadpool,2357,26552,33811,57526,30152,328,117,43,488,1575,2,1156,15,136,70,435
Space Run,space run,21029,53168,66832,130402,72321,12,7,7,26,94,0,623,7,72,74,14
Fable III,fable iii,3316,47551,92480,164196,78696,159,244,43,446,1693,5,2074,14,243,67,466
Crawl,crawl,21168,4039,11260,31391,4963,18,6,0,24,157,0,1415,24,132,73,45
X-note,x-note,22832,8654,13145,19360,11850,7,2,6,15,28,0,165,1,12,75,4
Two Worlds II Castle Defense,two worlds ii: castle defense,10734,10656,11588,14160,11351,6,4,2,12,30,0,435,10,57,54,7
Anomaly Warzone Earth,anomaly: warzone earth,496,22955,34821,88563,30371,117,41,25,183,528,0,2789,30,594,69,108
Magic The Gathering  Tactics,magic: the gathering - tactics,27764,0,0,0,0,0,0,0,0,1,0,47,2,8,0,0
Squad,squad,33215,0,0,0,0,0,0,0,0,37,0,789,26,111,74,17
Wargame AirLand Battle,wargame: airland battle,19843,108120,0,0,108120,1,0,0,1,44,0,368,10,89,72,5
Polarity,polarity,11840,4322,5636,10859,6244,61,50,47,158,348,1,982,12,124,58,56
Majesty 2 Collection,majesty 2 collection,5566,67330,73320,123690,87690,1,3,2,6,43,0,695,7,81,63,6
Valiant Hearts The Great War / Soldats Inconnus  Mmoires de la Grande Guerre,,,,,,,,,,,,,,,,,
Company of Heroes,company of heroes,1874,69717,91084,302235,83125,119,62,10,191,1011,0,5714,55,1595,81,213
MURDERED SOUL SUSPECT,,,,,,,,,,,,,,,,,
Left 4 Dead,left 4 dead,5209,25112,63774,225130,37231,355,156,26,537,3822,3,3849,95,1316,79,695
Plague Inc Evolved,plague inc: evolved,17230,12887,48400,169819,34434,71,64,11,146,843,0,2253,75,349,70,185
Aliens Colonial Marines,aliens: colonial marines,382,24875,34284,82119,29066,168,79,14,261,688,3,799,18,143,48,208
Alien Breed Impact,alien breed: impact,348,20529,23792,33541,22454,73,40,8,121,310,0,1458,25,175,58,62
Delve Deeper,delve deeper,2426,3540,50100,78349,46438,2,1,2,5,30,0,379,2,79,49,9
Solar 2,solar 2,8716,8426,17489,62271,14152,36,16,7,59,340,3,1458,17,271,60,26
Prince of Persia The Forgotten Sands,prince of persia: the forgotten sands,7296,28556,32496,38656,30516,208,124,64,396,1244,2,1912,22,135,71,399
Magicite,magicite,17510,78424,170238,369541,95380,7,5,0,12,100,0,475,7,110,65,13
Soccer Manager 2015,soccer manager 2015,28042,0,0,0,0,0,0,0,0,1,0,51,0,36,40,1
GALAK-Z,,,,,,,,,,,,,,,,,
Jazzpunk,jazzpunk,11865,7491,10277,12861,9966,199,202,156,557,1558,5,1588,14,150,72,315
Evochron Mercenary,evochron mercenary,3249,140400,0,0,140400,1,0,0,1,10,0,203,0,70,20,1
Perpetuum,perpetuum,29664,0,0,0,0,0,0,0,0,0,0,25,1,7,0,0
X-Blades,x-blades,11361,25061,31964,39541,27898,32,18,7,57,150,0,1223,22,208,53,44
Hegemony III Clash of the Ancients,hegemony iii: clash of the ancients,34342,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Battlestations Midway,battlestations: midway,952,26347,29885,33898,28507,19,5,0,24,78,0,1187,15,169,62,13
Borderlands 2 RU,,,,,,,,,,,,,,,,,
Guardians of Middle-earth,guardians of middle-earth,4151,1800,14400,0,8100,1,1,0,2,55,0,1588,13,452,53,12
Blitzkrieg Anthology,blitzkrieg,1172,103257,0,0,103257,4,0,0,4,18,0,202,1,16,72,6
Prey,prey,44590,58331,100277,160731,97294,403,1536,219,2158,3932,1,5815,108,383,83,1283
Naval War Arctic Circle,naval war: arctic circle,6424,0,0,0,0,0,0,0,0,1,0,168,4,27,0,0
Terraria,terraria,9705,176847,312013,642310,342754,378,407,330,1115,4404,4,7493,223,2485,85,1128
Armello,armello,23761,6045,71243,585190,35489,35,17,4,56,207,0,1944,24,248,68,58
Terra Incognita ~ Chapter One The Descendant,terra incognita ~ chapter one: the descendant,24054,9483,0,10260,10071,1,0,2,3,20,0,450,12,70,45,2
PROTOTYPE 2,,,,,,,,,,,,,,,,,
FINAL FANTASY XI,,,,,,,,,,,,,,,,,
Redshirt,redshirt,15857,19917,23528,135900,25542,10,2,1,13,52,0,260,3,36,54,7
Poker Night 2,poker night 2,7186,16903,37632,54875,40169,26,34,51,111,768,0,1796,17,371,70,91
Petz Horsez 2,petz: horsez 2,6985,3600,0,0,3600,1,0,0,1,5,0,18,0,5,0,0
Game of Thrones - A Telltale Games Series,game of thrones - a telltale games series,22876,43669,45522,46614,44864,344,108,345,797,2510,0,2835,17,248,70,650
Audiosurf 2,audiosurf 2,16328,32316,54600,0,33021,11,2,0,13,125,0,417,16,175,68,32
